Metric,Value
route__wirelength__max,780.12
design__instance__count__class:fill_cell,7477
design__instance__area__class:fill_cell,34460.9
timing__unannotated_net__count__corner:nom_fast_1p32V_m40C,14
timing__unannotated_net_filtered__count__corner:nom_fast_1p32V_m40C,0
timing__unannotated_net__count__corner:nom_slow_1p08V_125C,14
timing__unannotated_net_filtered__count__corner:nom_slow_1p08V_125C,0
timing__unannotated_net__count__corner:nom_typ_1p20V_25C,14
timing__unannotated_net_filtered__count__corner:nom_typ_1p20V_25C,0
timing__unannotated_net__count,14
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_typ_1p20V_25C,1.19964
design_powergrid__drop__average__net:VPWR__corner:nom_typ_1p20V_25C,1.1999
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.000360162
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000359753
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.0000964465
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000359753
design_powergrid__voltage__worst,0.000359753
design_powergrid__voltage__worst__net:VPWR,1.19964
design_powergrid__drop__worst,0.000360162
design_powergrid__drop__worst__net:VPWR,0.000360162
design_powergrid__voltage__worst__net:VGND,0.000359753
design_powergrid__drop__worst__net:VGND,0.000359753
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.000095900000000000000001387778780781445675529539585113525390625
ir__drop__worst,0.0003600000000000000226728358310168687239638529717922210693359375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
