Metric,Value
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.000111355
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.0000806921
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.0000122849
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.0000806921
design_powergrid__voltage__worst,0.0000806921
design_powergrid__voltage__worst__net:VPWR,1.19989
design_powergrid__drop__worst,0.000111355
design_powergrid__drop__worst__net:VPWR,0.000111355
design_powergrid__voltage__worst__net:VGND,0.0000806921
design_powergrid__drop__worst__net:VGND,0.0000806921
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.000014300000000000000305810064771261380656142137013375759124755859375
ir__drop__worst,0.000111000000000000001118029280267052172348485328257083892822265625
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
