Metric,Value
design__instance__count__class:fill_cell,1473
design__instance__area__class:fill_cell,12757
timing__unannotated_net__count__corner:nom_fast_1p32V_m40C,24
timing__unannotated_net_filtered__count__corner:nom_fast_1p32V_m40C,0
timing__unannotated_net__count__corner:nom_slow_1p08V_125C,24
timing__unannotated_net_filtered__count__corner:nom_slow_1p08V_125C,0
timing__unannotated_net__count__corner:nom_typ_1p20V_25C,24
timing__unannotated_net_filtered__count__corner:nom_typ_1p20V_25C,0
timing__unannotated_net__count,24
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_typ_1p20V_25C,1.19873
design_powergrid__drop__average__net:VPWR__corner:nom_typ_1p20V_25C,1.19955
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.00126834
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.00125525
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.00041915
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.00125525
design_powergrid__voltage__worst,0.00125525
design_powergrid__voltage__worst__net:VPWR,1.19873
design_powergrid__drop__worst,0.00126834
design_powergrid__drop__worst__net:VPWR,0.00126834
design_powergrid__voltage__worst__net:VGND,0.00125525
design_powergrid__drop__worst__net:VGND,0.00125525
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.000451000000000000011990408665951690636575222015380859375
ir__drop__worst,0.00127000000000000007847889005319075295119546353816986083984375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
