Metric,Value
design_powergrid__voltage__worst__net:VPWR,1.19998
design_powergrid__drop__worst,0.0000165114
design_powergrid__drop__worst__net:VPWR,0.0000161038
design_powergrid__voltage__worst__net:VGND,0.0000165114
design_powergrid__drop__worst__net:VGND,0.0000165114
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.00000251000000000000010876390933722834830632564262486994266510009765625
ir__drop__worst,0.000016099999999999998318532534735680883386521600186824798583984375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
