Metric,Value
route__wirelength,67714
route__vias,9366
route__vias__singlecut,9366
route__vias__multicut,0
design__disconnected_pin__count,13
design__critical_disconnected_pin__count,0
route__wirelength__max,547.585
design__instance__count__class:fill_cell,665
design__instance__area__class:fill_cell,6241.54
timing__unannotated_net__count__corner:nom_fast_1p32V_m40C,28
timing__unannotated_net_filtered__count__corner:nom_fast_1p32V_m40C,0
timing__unannotated_net__count__corner:nom_slow_1p08V_125C,28
timing__unannotated_net_filtered__count__corner:nom_slow_1p08V_125C,0
timing__unannotated_net__count__corner:nom_typ_1p20V_25C,28
timing__unannotated_net_filtered__count__corner:nom_typ_1p20V_25C,0
timing__unannotated_net__count,28
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_typ_1p20V_25C,1.19973
design_powergrid__drop__average__net:VPWR__corner:nom_typ_1p20V_25C,1.19989
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.000269857
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000228263
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.000103458
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000228263
design_powergrid__voltage__worst,0.000228263
design_powergrid__voltage__worst__net:VPWR,1.19973
design_powergrid__drop__worst,0.000269857
design_powergrid__drop__worst__net:VPWR,0.000269857
design_powergrid__voltage__worst__net:VGND,0.000228263
design_powergrid__drop__worst__net:VGND,0.000228263
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.000112999999999999995521811346765872485775616951286792755126953125
ir__drop__worst,0.0002700000000000000034520997171938461178797297179698944091796875
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
